timestamp,channel,log_listener,text,Log_file_original_line,Log_file_line_number,log_file
2026.01.15 21:21:29,combat,Ownda,49 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:29 ] (combat) 49 from Emergent Sentinel - Hits,4119,20260115_202337_2059311182.txt
2026.01.15 21:21:30,combat,Ownda,90 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:30 ] (combat) 90 from Emergent Sentinel - Smashes,4122,20260115_202337_2059311182.txt
2026.01.15 21:21:31,combat,Ownda,63 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:31 ] (combat) 63 from Emergent Sentinel - Hits,4123,20260115_202337_2059311182.txt
2026.01.15 21:21:32,combat,Ownda,1538 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:32 ] (combat) 1538 from Upgraded Avenger - Grazes,4125,20260115_202337_2059311182.txt
2026.01.15 21:21:32,combat,Ownda,1634 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:32 ] (combat) 1634 from Upgraded Avenger - Grazes,4126,20260115_202337_2059311182.txt
2026.01.15 21:21:32,combat,Ownda,1595 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:32 ] (combat) 1595 from Upgraded Avenger - Grazes,4127,20260115_202337_2059311182.txt
2026.01.15 21:21:33,combat,Ownda,64 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:33 ] (combat) 64 from Emergent Sentinel - Hits,4128,20260115_202337_2059311182.txt
2026.01.15 21:21:34,combat,Ownda,1833 from Orthrus - Smashes,[ 2026.01.15 21:21:34 ] (combat) 1833 from Orthrus - Smashes,4130,20260115_202337_2059311182.txt
2026.01.15 21:21:34,combat,Ownda,1310 from Orthrus - Penetrates,[ 2026.01.15 21:21:34 ] (combat) 1310 from Orthrus - Penetrates,4131,20260115_202337_2059311182.txt
2026.01.15 21:21:34,combat,Ownda,80 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:34 ] (combat) 80 from Emergent Sentinel - Penetrates,4138,20260115_202337_2059311182.txt
2026.01.15 21:21:35,combat,Ownda,39 from Emergent Sentinel - Grazes,[ 2026.01.15 21:21:35 ] (combat) 39 from Emergent Sentinel - Grazes,4145,20260115_202337_2059311182.txt
